# Residuals   
# Time        	p             	Ux            	Uy            	Uz            	h             
400           	2.504808e-01	4.763216e-03	8.976029e-03	7.812347e-03	6.700921e-02
401           	2.759957e-01	5.385946e-03	9.086686e-03	1.103997e-02	6.825745e-02
402           	2.493442e-01	4.803419e-03	8.915690e-03	7.950366e-03	6.802893e-02
403           	2.742840e-01	5.431415e-03	9.109951e-03	1.076773e-02	6.766393e-02
404           	2.484708e-01	4.808556e-03	8.853770e-03	7.906906e-03	6.652181e-02
405           	2.734438e-01	5.426907e-03	8.969355e-03	1.129772e-02	6.781589e-02
406           	2.474498e-01	4.842690e-03	8.777286e-03	8.036986e-03	6.763486e-02
407           	2.713235e-01	5.460417e-03	8.960376e-03	1.103572e-02	6.756605e-02
408           	2.465208e-01	4.848367e-03	8.731807e-03	8.037775e-03	6.680980e-02
409           	2.705826e-01	5.447341e-03	8.812562e-03	1.157414e-02	6.794144e-02
410           	2.455104e-01	4.866952e-03	8.656615e-03	8.164740e-03	6.789751e-02
411           	2.690804e-01	5.491476e-03	8.846477e-03	1.131199e-02	6.751581e-02
412           	2.447345e-01	4.862546e-03	8.599305e-03	8.108118e-03	6.646251e-02
413           	2.680316e-01	5.496010e-03	8.737959e-03	1.193911e-02	6.797994e-02
414           	2.435623e-01	4.905670e-03	8.568766e-03	8.302649e-03	6.792742e-02
415           	2.665081e-01	5.526165e-03	8.747720e-03	1.161121e-02	6.749578e-02
416           	2.426507e-01	4.896955e-03	8.524996e-03	8.270370e-03	6.681624e-02
417           	2.659842e-01	5.533388e-03	8.671325e-03	1.227995e-02	6.794244e-02
418           	2.415695e-01	4.925116e-03	8.477034e-03	8.389951e-03	6.783548e-02
419           	2.644120e-01	5.576188e-03	8.716643e-03	1.196450e-02	6.740649e-02
420           	2.407977e-01	4.929910e-03	8.447993e-03	8.345444e-03	6.624320e-02
421           	2.635170e-01	5.571731e-03	8.615759e-03	1.261674e-02	6.745457e-02
422           	2.399412e-01	4.965056e-03	8.404667e-03	8.479198e-03	6.728735e-02
423           	2.618271e-01	5.599312e-03	8.628215e-03	1.227142e-02	6.695892e-02
