# Residuals   
# Time        	p             	Ux            	Uy            	Uz            	h             
361           	5.662138e-03	4.858628e-03	1.363069e-03	4.936227e-03	1.496559e-04
362           	5.659351e-03	4.857149e-03	1.362683e-03	4.935607e-03	1.492768e-04
363           	5.656918e-03	4.856374e-03	1.362170e-03	4.935064e-03	1.488996e-04
364           	5.654169e-03	4.855202e-03	1.361767e-03	4.934532e-03	1.485247e-04
365           	5.651757e-03	4.854863e-03	1.361226e-03	4.934012e-03	1.481517e-04
366           	5.649042e-03	4.853433e-03	1.360879e-03	4.933580e-03	1.477808e-04
367           	5.646710e-03	4.853122e-03	1.360328e-03	4.933003e-03	1.474119e-04
368           	5.644046e-03	4.851706e-03	1.359988e-03	4.932415e-03	1.470454e-04
369           	5.641803e-03	4.851286e-03	1.359471e-03	4.931998e-03	1.466806e-04
370           	5.639193e-03	4.849957e-03	1.359134e-03	4.931578e-03	1.463184e-04
371           	5.637013e-03	4.849800e-03	1.358595e-03	4.931126e-03	1.459579e-04
372           	5.634379e-03	4.848346e-03	1.358264e-03	4.930478e-03	1.455997e-04
373           	5.631995e-03	4.847882e-03	1.357761e-03	4.930123e-03	1.452424e-04
374           	5.629412e-03	4.846556e-03	1.357397e-03	4.929556e-03	1.448878e-04
375           	5.627044e-03	4.846402e-03	1.356868e-03	4.929150e-03	1.445342e-04
376           	5.624480e-03	4.844905e-03	1.356535e-03	4.928498e-03	1.441834e-04
377           	5.622125e-03	4.844651e-03	1.356023e-03	4.928149e-03	1.438338e-04
378           	5.619629e-03	4.843199e-03	1.355691e-03	4.927601e-03	1.434868e-04
379           	5.617342e-03	4.843038e-03	1.355173e-03	4.927203e-03	1.431406e-04
380           	5.614878e-03	4.841560e-03	1.354851e-03	4.926533e-03	1.427971e-04
381           	5.612605e-03	4.841264e-03	1.354360e-03	4.926235e-03	1.424545e-04
382           	5.610178e-03	4.839871e-03	1.354033e-03	4.925693e-03	1.421149e-04
383           	5.607924e-03	4.839729e-03	1.353529e-03	4.925325e-03	1.417759e-04
384           	5.605496e-03	4.838273e-03	1.353217e-03	4.924669e-03	1.414396e-04
385           	5.603230e-03	4.837984e-03	1.352739e-03	4.924405e-03	1.411044e-04
386           	5.600832e-03	4.836615e-03	1.352419e-03	4.923870e-03	1.407718e-04
387           	5.598573e-03	4.836471e-03	1.351929e-03	4.923550e-03	1.404400e-04
388           	5.596174e-03	4.835038e-03	1.351625e-03	4.922920e-03	1.401109e-04
389           	5.593920e-03	4.834777e-03	1.351158e-03	4.922678e-03	1.397824e-04
390           	5.591546e-03	4.833413e-03	1.350853e-03	4.922138e-03	1.394568e-04
391           	5.589320e-03	4.833258e-03	1.350382e-03	4.921850e-03	1.391319e-04
392           	5.586979e-03	4.831847e-03	1.350092e-03	4.921242e-03	1.388099e-04
393           	5.584799e-03	4.831609e-03	1.349639e-03	4.921011e-03	1.384884e-04
394           	5.582518e-03	4.830257e-03	1.349346e-03	4.920462e-03	1.381697e-04
395           	5.580386e-03	4.830100e-03	1.348891e-03	4.920209e-03	1.378518e-04
396           	5.578123e-03	4.828727e-03	1.348609e-03	4.919623e-03	1.375366e-04
397           	5.576016e-03	4.828518e-03	1.348169e-03	4.919411e-03	1.372219e-04
398           	5.573783e-03	4.827191e-03	1.347888e-03	4.918858e-03	1.369100e-04
399           	5.571700e-03	4.827026e-03	1.347452e-03	4.918642e-03	1.365987e-04
400           	5.569482e-03	4.825696e-03	1.347177e-03	4.918070e-03	1.362900e-04
401           	5.567412e-03	4.825502e-03	1.346748e-03	4.917882e-03	1.359823e-04
402           	5.565212e-03	4.824202e-03	1.346471e-03	4.917330e-03	1.356773e-04
403           	5.563169e-03	4.824021e-03	1.346045e-03	4.917155e-03	1.353728e-04
404           	5.560997e-03	4.822728e-03	1.345770e-03	4.916596e-03	1.350709e-04
405           	5.558992e-03	4.822534e-03	1.345351e-03	4.916432e-03	1.347695e-04
406           	5.556861e-03	4.821260e-03	1.345079e-03	4.915875e-03	1.344705e-04
407           	5.554921e-03	4.821068e-03	1.344668e-03	4.915723e-03	1.341724e-04
408           	5.552830e-03	4.819814e-03	1.344397e-03	4.915165e-03	1.338768e-04
409           	5.550902e-03	4.819620e-03	1.343995e-03	4.915028e-03	1.335817e-04
410           	5.548830e-03	4.818391e-03	1.343728e-03	4.914469e-03	1.332892e-04
411           	5.546903e-03	4.818201e-03	1.343332e-03	4.914344e-03	1.329972e-04
412           	5.544860e-03	4.816992e-03	1.343069e-03	4.913790e-03	1.327075e-04
413           	5.542945e-03	4.816800e-03	1.342684e-03	4.913681e-03	1.324189e-04
414           	5.540905e-03	4.815608e-03	1.342426e-03	4.913130e-03	1.321327e-04
415           	5.539044e-03	4.815409e-03	1.342050e-03	4.913024e-03	1.318475e-04
416           	5.537028e-03	4.814236e-03	1.341795e-03	4.912477e-03	1.315645e-04
417           	5.535180e-03	4.814029e-03	1.341427e-03	4.912376e-03	1.312827e-04
418           	5.533172e-03	4.812876e-03	1.341178e-03	4.911833e-03	1.310031e-04
419           	5.531335e-03	4.812666e-03	1.340819e-03	4.911743e-03	1.307243e-04
420           	5.529354e-03	4.811541e-03	1.340573e-03	4.911210e-03	1.304478e-04
421           	5.527551e-03	4.811331e-03	1.340221e-03	4.911129e-03	1.301725e-04
422           	5.525579e-03	4.810231e-03	1.339976e-03	4.910604e-03	1.298994e-04
423           	5.523806e-03	4.810016e-03	1.339632e-03	4.910533e-03	1.296273e-04
424           	5.521869e-03	4.808941e-03	1.339389e-03	4.910016e-03	1.293574e-04
425           	5.520127e-03	4.808721e-03	1.339054e-03	4.909955e-03	1.290888e-04
426           	5.518216e-03	4.807667e-03	1.338813e-03	4.909446e-03	1.288224e-04
427           	5.516498e-03	4.807437e-03	1.338484e-03	4.909393e-03	1.285572e-04
428           	5.514616e-03	4.806408e-03	1.338247e-03	4.908889e-03	1.282941e-04
429           	5.512943e-03	4.806172e-03	1.337927e-03	4.908849e-03	1.280320e-04
430           	5.511089e-03	4.805175e-03	1.337692e-03	4.908357e-03	1.277721e-04
431           	5.509426e-03	4.804935e-03	1.337378e-03	4.908329e-03	1.275131e-04
432           	5.507595e-03	4.803969e-03	1.337146e-03	4.907844e-03	1.272564e-04
433           	5.505953e-03	4.803737e-03	1.336840e-03	4.907822e-03	1.270006e-04
434           	5.504142e-03	4.802791e-03	1.336610e-03	4.907339e-03	1.267470e-04
435           	5.502504e-03	4.802563e-03	1.336310e-03	4.907318e-03	1.264943e-04
436           	5.500716e-03	4.801629e-03	1.336082e-03	4.906830e-03	1.262440e-04
437           	5.499119e-03	4.801407e-03	1.335789e-03	4.906809e-03	1.259948e-04
438           	5.497348e-03	4.800485e-03	1.335564e-03	4.906324e-03	1.257480e-04
439           	5.495771e-03	4.800264e-03	1.335276e-03	4.906310e-03	1.255019e-04
440           	5.494027e-03	4.799352e-03	1.335053e-03	4.905832e-03	1.252578e-04
441           	5.492488e-03	4.799134e-03	1.334773e-03	4.905828e-03	1.250150e-04
442           	5.490795e-03	4.798233e-03	1.334552e-03	4.905354e-03	1.247738e-04
443           	5.489286e-03	4.798014e-03	1.334279e-03	4.905351e-03	1.245337e-04
444           	5.487593e-03	4.797121e-03	1.334061e-03	4.904878e-03	1.242950e-04
445           	5.486091e-03	4.796903e-03	1.333795e-03	4.904885e-03	1.240579e-04
446           	5.484410e-03	4.796018e-03	1.333579e-03	4.904420e-03	1.238224e-04
447           	5.482912e-03	4.795800e-03	1.333318e-03	4.904429e-03	1.235882e-04
448           	5.481241e-03	4.794924e-03	1.333105e-03	4.903967e-03	1.233555e-04
449           	5.479759e-03	4.794715e-03	1.332851e-03	4.903994e-03	1.231244e-04
450           	5.478104e-03	4.793856e-03	1.332641e-03	4.903545e-03	1.228945e-04
451           	5.476613e-03	4.793651e-03	1.332394e-03	4.903568e-03	1.226663e-04
452           	5.474973e-03	4.792803e-03	1.332185e-03	4.903115e-03	1.224393e-04
453           	5.473513e-03	4.792614e-03	1.331944e-03	4.903150e-03	1.222142e-04
454           	5.471887e-03	4.791784e-03	1.331740e-03	4.902709e-03	1.219900e-04
455           	5.470418e-03	4.791599e-03	1.331505e-03	4.902736e-03	1.217677e-04
456           	5.468800e-03	4.790773e-03	1.331301e-03	4.902284e-03	1.215464e-04
457           	5.467377e-03	4.790603e-03	1.331072e-03	4.902329e-03	1.213273e-04
458           	5.465779e-03	4.789797e-03	1.330876e-03	4.901896e-03	1.211090e-04
459           	5.464336e-03	4.789621e-03	1.330651e-03	4.901922e-03	1.208929e-04
460           	5.462738e-03	4.788810e-03	1.330452e-03	4.901470e-03	1.206774e-04
461           	5.461339e-03	4.788657e-03	1.330233e-03	4.901529e-03	1.204640e-04
462           	5.459763e-03	4.787874e-03	1.330045e-03	4.901118e-03	1.202510e-04
463           	5.458315e-03	4.787709e-03	1.329837e-03	4.901147e-03	1.200401e-04
464           	5.456725e-03	4.786920e-03	1.329653e-03	4.900702e-03	1.198296e-04
465           	5.455360e-03	4.786793e-03	1.329448e-03	4.900804e-03	1.196212e-04
466           	5.453804e-03	4.786037e-03	1.329270e-03	4.900440e-03	1.194126e-04
467           	5.452339e-03	4.785862e-03	1.329061e-03	4.900498e-03	1.192060e-04
468           	5.450748e-03	4.785058e-03	1.328865e-03	4.900065e-03	1.189990e-04
469           	5.449447e-03	4.784943e-03	1.328665e-03	4.900228e-03	1.187942e-04
470           	5.447935e-03	4.784212e-03	1.328496e-03	4.899909e-03	1.185893e-04
471           	5.446443e-03	4.784024e-03	1.328292e-03	4.899883e-03	1.183864e-04
472           	5.444874e-03	4.783203e-03	1.328093e-03	4.899361e-03	1.181833e-04
473           	5.443711e-03	4.783135e-03	1.327907e-03	4.899590e-03	1.179826e-04
474           	5.442272e-03	4.782454e-03	1.327757e-03	4.899363e-03	1.177813e-04
475           	5.440691e-03	4.782234e-03	1.327555e-03	4.899259e-03	1.175824e-04
476           	5.439102e-03	4.781353e-03	1.327343e-03	4.898625e-03	1.173830e-04
477           	5.438127e-03	4.781339e-03	1.327168e-03	4.898990e-03	1.171861e-04
478           	5.436763e-03	4.780735e-03	1.327040e-03	4.898900e-03	1.169888e-04
479           	5.435047e-03	4.780463e-03	1.326836e-03	4.898662e-03	1.167936e-04
480           	5.433430e-03	4.779492e-03	1.326602e-03	4.897834e-03	1.165978e-04
481           	5.432605e-03	4.779511e-03	1.326439e-03	4.898306e-03	1.164046e-04
482           	5.431279e-03	4.778996e-03	1.326327e-03	4.898348e-03	1.162106e-04
483           	5.429563e-03	4.778724e-03	1.326130e-03	4.898107e-03	1.160189e-04
484           	5.427976e-03	4.777766e-03	1.325903e-03	4.897303e-03	1.158266e-04
485           	5.427170e-03	4.777799e-03	1.325746e-03	4.897779e-03	1.156369e-04
486           	5.425880e-03	4.777290e-03	1.325639e-03	4.897826e-03	1.154462e-04
487           	5.424162e-03	4.777021e-03	1.325448e-03	4.897568e-03	1.152578e-04
488           	5.422595e-03	4.776056e-03	1.325222e-03	4.896737e-03	1.150688e-04
489           	5.421824e-03	4.776100e-03	1.325070e-03	4.897231e-03	1.148827e-04
490           	5.420559e-03	4.775619e-03	1.324968e-03	4.897304e-03	1.146955e-04
491           	5.418873e-03	4.775366e-03	1.324783e-03	4.897067e-03	1.145106e-04
492           	5.417330e-03	4.774427e-03	1.324563e-03	4.896277e-03	1.143251e-04
493           	5.416557e-03	4.774484e-03	1.324415e-03	4.896768e-03	1.141424e-04
494           	5.415322e-03	4.774003e-03	1.324315e-03	4.896836e-03	1.139585e-04
